May  7, 2015  6:52 PM  Venus enters Cancer
Jun  5, 2015 11:33 AM  Venus enters Leo
Jul 18, 2015  6:38 PM  Venus enters Virgo
Jul 31, 2015 11:27 AM  Venus Rx enters Leo
Oct  8, 2015  1:29 PM  Venus enters Virgo
Nov  8, 2015 10:31 AM  Venus enters Libra
Dec  4, 2015 11:15 PM  Venus enters Scorpio
Dec 30, 2015  2:16 AM  Venus enters Sagittarius
Jan 23, 2016  3:31 PM  Venus enters Capricorn
Feb 16, 2016 11:17 PM  Venus enters Aquarius
Mar 12, 2016  5:24 AM  Venus enters Pisces
Apr  5, 2016 12:50 PM  Venus enters Aries
Apr 29, 2016  8:36 PM  Venus enters Taurus
May 24, 2016  5:44 AM  Venus enters Gemini
Jun 17, 2016  3:39 PM  Venus enters Cancer
Jul 12, 2016  1:34 AM  Venus enters Leo
Aug  5, 2016 11:27 AM  Venus enters Virgo
Aug 29, 2016 10:06 PM  Venus enters Libra
Sep 23, 2016 10:51 AM  Venus enters Scorpio
Oct 18, 2016  3:01 AM  Venus enters Sagittarius
Nov 11, 2016 11:54 PM  Venus enters Capricorn
Nov 12, 2016  9:39 AM  Mer enters Sagittarius
Dec  7, 2016  9:51 AM  Venus enters Aquarius
Jan  3, 2017  2:46 AM  Venus enters Pisces|
Feb  3, 2017 10:51 AM  Venus enters Aries
Apr  2, 2017  8:25 PM  Venus Rx enters Pisces
Apr 28, 2017  9:13 AM  Venus enters Aries
Jun  6, 2017  3:26 AM  Venus enters Taurus
Jul  4, 2017  8:11 PM  Venus enters Gemini
Jul 31, 2017 10:54 AM  Venus enters Cancer
Aug 26, 2017 12:30 AM  Venus enters Leo
Sep 19, 2017  9:15 PM  Venus enters Virgo
Oct 14, 2017  6:11 AM  Venus enters Libra
Nov  7, 2017  6:38 AM  Venus enters Scorpio
Dec  1, 2017  4:14 AM  Venus enters Sagittarius
Dec 25, 2017 12:26 AM  Venus enters Capricorn
Jan 17, 2018  8:43 PM  Venus enters Aquarius
Feb 10, 2018  6:19 PM  Venus enters Pisces
Mar  6, 2018  6:45 PM  Venus enters Aries
Apr 24, 2018 12:40 PM  Venus enters Gemini
May 19, 2018  9:10 AM  Venus enters Cancer
Jun 13, 2018  5:54 PM  Venus enters Leo
Jul  9, 2018 10:32 PM  Venus enters Virgo
Aug  6, 2018  7:27 PM  Venus enters Libra
Sep  9, 2018  5:25 AM  Venus enters Scorpio
Oct 31, 2018  3:42 PM  Venus Rx enters Libra
Dec  2, 2018 12:02 PM  Venus enters Scorpio
Jan  7, 2019  6:18 AM  Venus enters Sagittarius
Feb  3, 2019  5:29 PM  Venus enters Capricorn
Mar  1, 2019 11:45 AM  Venus enters Aquarius
Mar 26, 2019  3:43 PM  Venus enters Pisces
Apr 20, 2019 12:10 PM  Venus enters Aries
May 15, 2019  5:46 AM  Venus enters Taurus
Jun  8, 2019  9:37 PM  Venus enters Gemini
Jul  3, 2019 11:18 AM  Venus enters Cancer
Jul 27, 2019  9:54 PM  Venus enters Leo
Aug 21, 2019  5:06 AM  Venus enters Virgo
Sep 14, 2019  9:43 AM  Venus enters Libra
Oct  8, 2019  1:06 PM  Venus enters Scorpio
Nov  1, 2019  4:25 PM  Venus enters Sagittarius
Nov 25, 2019  7:28 PM  Venus enters Capricorn
Dec 20, 2019  1:41 AM  Venus enters Aquarius
